# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1201228	1201557	-	WP_011900803.1	WP_011900803.1		hypothetical protein		5054036	PARS_RS06735	330	109	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1201554	1201979	-						5054067	PARS_RS06740	426		old_locus_tag=Pars_1334
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1201554	1201979	-	WP_011900804.1	WP_011900804.1		hypothetical protein		5054067	PARS_RS06740	426	141	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1201976	1202113	-						44139588	PARS_RS12455	138		old_locus_tag=Pars_1335
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1201976	1202113	-	WP_011900805.1	WP_011900805.1		hypothetical protein		44139588	PARS_RS12455	138	45	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1202110	1202322	-						5054042	PARS_RS06745	213		old_locus_tag=Pars_1336
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1202110	1202322	-	WP_011900806.1	WP_011900806.1		hypothetical protein		5054042	PARS_RS06745	213	70	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1202581	1203267	+						5054103	PARS_RS06750	687		old_locus_tag=Pars_1337
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1202581	1203267	+	WP_011900807.1	WP_011900807.1		nucleotidyltransferase family protein		5054103	PARS_RS06750	687	228	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1203257	1204969	+						5054137	PARS_RS06755	1713		old_locus_tag=Pars_1338
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1203257	1204969	+	WP_011900808.1	WP_011900808.1		glutamate--tRNA ligase		5054137	PARS_RS06755	1713	570	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1205103	1206095	+						5054156	PARS_RS06760	993		old_locus_tag=Pars_1339
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1205103	1206095	+	WP_128622251.1	WP_128622251.1		DUF354 domain-containing protein		5054156	PARS_RS06760	993	330	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1206124	1206516	+						5055074	PARS_RS06765	393		old_locus_tag=Pars_1340
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1206124	1206516	+	WP_011900810.1	WP_011900810.1		hypothetical protein		5055074	PARS_RS06765	393	130	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1206458	1207081	-						5055516	PARS_RS06770	624		old_locus_tag=Pars_1341
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1206458	1207081	-	WP_011900811.1	WP_011900811.1		adenylate kinase family protein		5055516	PARS_RS06770	624	207	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1207217	1208512	-					asnS	5055010	PARS_RS06775	1296		old_locus_tag=Pars_1342
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1207217	1208512	-	WP_011900812.1	WP_011900812.1		asparagine--tRNA ligase	asnS	5055010	PARS_RS06775	1296	431	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1208515	1208763	-						5056386	PARS_RS06780	249		old_locus_tag=Pars_1343
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1208515	1208763	-	WP_011900813.1	WP_011900813.1		hypothetical protein		5056386	PARS_RS06780	249	82	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1208760	1209572	-						5055662	PARS_RS06785	813		old_locus_tag=Pars_1344
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1208760	1209572	-	WP_011900814.1	WP_011900814.1		NAD(P)-dependent oxidoreductase		5055662	PARS_RS06785	813	270	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1209620	1210651	+						5055198	PARS_RS06790	1032		old_locus_tag=Pars_1345
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1209620	1210651	+	WP_128622252.1	WP_128622252.1		threonylcarbamoyl-AMP synthase		5055198	PARS_RS06790	1032	343	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1210648	1211424	+						5054445	PARS_RS06795	777		old_locus_tag=Pars_1346
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1210648	1211424	+	WP_011900816.1	WP_011900816.1		class I SAM-dependent methyltransferase		5054445	PARS_RS06795	777	258	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1211454	1212308	+						5055932	PARS_RS06800	855		old_locus_tag=Pars_1347
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1211454	1212308	+	WP_011900817.1	WP_011900817.1		ribose-phosphate pyrophosphokinase		5055932	PARS_RS06800	855	284	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1212303	1213313	-						5056397	PARS_RS06805	1011		old_locus_tag=Pars_1348
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1212303	1213313	-	WP_011900818.1	WP_011900818.1		histone deacetylase family protein		5056397	PARS_RS06805	1011	336	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1213372	1213566	+						5055337	PARS_RS06810	195		old_locus_tag=Pars_1349
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1213372	1213566	+	WP_011900819.1	WP_011900819.1		hypothetical protein		5055337	PARS_RS06810	195	64	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1213544	1214182	-						5054830	PARS_RS06815	639		old_locus_tag=Pars_1350
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1213544	1214182	-	WP_011900820.1	WP_011900820.1		creatininase family protein		5054830	PARS_RS06815	639	212	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1214302	1214967	+						5055642	PARS_RS06820	666		old_locus_tag=Pars_1351
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1214302	1214967	+	WP_011900821.1	WP_011900821.1		GTP cyclohydrolase IIa		5055642	PARS_RS06820	666	221	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1214964	1215638	+						5054160	PARS_RS06825	675		old_locus_tag=Pars_1352
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1214964	1215638	+	WP_011900822.1	WP_011900822.1		2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase		5054160	PARS_RS06825	675	224	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1215656	1216297	+						5054402	PARS_RS06830	642		old_locus_tag=Pars_1353
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1215656	1216297	+	WP_164905934.1	WP_164905934.1		3,4-dihydroxy-2-butanone-4-phosphate synthase		5054402	PARS_RS06830	642	213	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1216281	1216694	-						5054147	PARS_RS06835	414		old_locus_tag=Pars_1354
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1216281	1216694	-	WP_011900824.1	WP_011900824.1		YkgJ family cysteine cluster protein		5054147	PARS_RS06835	414	137	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1216748	1217824	+						5054061	PARS_RS06840	1077		old_locus_tag=Pars_1355
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1216748	1217824	+	WP_011900825.1	WP_011900825.1		geranylgeranyl reductase family protein		5054061	PARS_RS06840	1077	358	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1217819	1218976	-						5054070	PARS_RS06845	1158		old_locus_tag=Pars_1356
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1217819	1218976	-	WP_011900826.1	WP_011900826.1		nicotinate phosphoribosyltransferase		5054070	PARS_RS06845	1158	385	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1219011	1220738	+						5054079	PARS_RS06850	1728		old_locus_tag=Pars_1357
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1219011	1220738	+	WP_011900827.1	WP_011900827.1		ATP-dependent DNA helicase		5054079	PARS_RS06850	1728	575	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1220722	1221210	-						5054119	PARS_RS06855	489		old_locus_tag=Pars_1358
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1220722	1221210	-	WP_011900828.1	WP_011900828.1		hypothetical protein		5054119	PARS_RS06855	489	162	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1221280	1223088	+						5054064	PARS_RS06860	1809		old_locus_tag=Pars_1359
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1221280	1223088	+	WP_011900829.1	WP_011900829.1		type IA DNA topoisomerase		5054064	PARS_RS06860	1809	602	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1223081	1223992	+						5054183	PARS_RS06865	912		old_locus_tag=Pars_1360
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1223081	1223992	+	WP_011900830.1	WP_011900830.1		diphthamide synthesis protein		5054183	PARS_RS06865	912	303	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1224088	1225659	+						5054181	PARS_RS06870	1572		old_locus_tag=Pars_1361
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1224088	1225659	+	WP_011900831.1	WP_011900831.1		ATP-binding protein		5054181	PARS_RS06870	1572	523	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1225783	1227117	-					tuf	5054108	PARS_RS06875	1335		old_locus_tag=Pars_1362
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1225783	1227117	-	WP_011900832.1	WP_011900832.1		translation elongation factor EF-1 subunit alpha	tuf	5054108	PARS_RS06875	1335	444	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1227586	1227843	+						5054134	PARS_RS06880	258		old_locus_tag=Pars_1363
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1227586	1227843	+	WP_014346408.1	WP_014346408.1		50S ribosomal protein L34e		5054134	PARS_RS06880	258	85	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1227847	1228401	+						5054028	PARS_RS06885	555		old_locus_tag=Pars_1364
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1227847	1228401	+	WP_011900834.1	WP_011900834.1		AAA family ATPase		5054028	PARS_RS06885	555	184	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1228431	1229480	+						5054110	PARS_RS06890	1050		old_locus_tag=Pars_1365
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1228431	1229480	+	WP_011900835.1	WP_011900835.1		FAD-dependent oxidoreductase		5054110	PARS_RS06890	1050	349	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1229482	1230189	-						5054040	PARS_RS06895	708		old_locus_tag=Pars_1366
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1229482	1230189	-	WP_011900836.1	WP_011900836.1		fibrillarin-like rRNA/tRNA 2'-O-methyltransferase		5054040	PARS_RS06895	708	235	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1230210	1230470	-						38938031	PARS_RS06900	261		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1230210	1230470	-	WP_164905935.1	WP_164905935.1		hypothetical protein		38938031	PARS_RS06900	261	86	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1230616	1231566	-						5054098	PARS_RS06905	951		old_locus_tag=Pars_1367
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1230616	1231566	-	WP_011900837.1	WP_011900837.1		PaRep2b protein		5054098	PARS_RS06905	951	316	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1231698	1232156	-						5054107	PARS_RS06910	459		old_locus_tag=Pars_1368
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1231698	1232156	-	WP_011900838.1	WP_011900838.1		hypothetical protein		5054107	PARS_RS06910	459	152	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1232219	1232344	-						38938091	PARS_RS12215	126		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1232219	1232344	-	WP_128867445.1	WP_128867445.1		PaRep2b protein		38938091	PARS_RS12215	126	41	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1232348	1232599	-						5054055	PARS_RS06915	252		old_locus_tag=Pars_1369
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1232348	1232599	-	WP_164905936.1	WP_164905936.1		PaRep2b protein		5054055	PARS_RS06915	252	83	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1232863	1233015	-						44139589	PARS_RS12460	153		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1232863	1233015	-	WP_164905937.1	WP_164905937.1		hypothetical protein		44139589	PARS_RS12460	153	50	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1233055	1233780	+						5056047	PARS_RS06920	726		old_locus_tag=Pars_1370
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1233055	1233780	+	WP_011900839.1	WP_011900839.1		nucleotidyltransferase domain-containing protein		5056047	PARS_RS06920	726	241	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1233751	1234218	-						5054096	PARS_RS06925	468		old_locus_tag=Pars_1371
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1233751	1234218	-	WP_241428715.1	WP_241428715.1		hypothetical protein		5054096	PARS_RS06925	468	155	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1234604	1234894	+						5054060	PARS_RS06930	291		old_locus_tag=Pars_1372
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1234604	1234894	+	WP_011900841.1	WP_011900841.1		hypothetical protein		5054060	PARS_RS06930	291	96	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1235086	1235379	+						5054066	PARS_RS06935	294		old_locus_tag=Pars_1373
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1235086	1235379	+	WP_011900842.1	WP_011900842.1		hypothetical protein		5054066	PARS_RS06935	294	97	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1235379	1235888	+						5054068	PARS_RS06940	510		old_locus_tag=Pars_1374
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1235379	1235888	+	WP_011900843.1	WP_011900843.1		winged helix-turn-helix transcriptional regulator		5054068	PARS_RS06940	510	169	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1236105	1237985	-						5054759	PARS_RS06945	1881		old_locus_tag=Pars_1375
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1236105	1237985	-	WP_011900844.1	WP_011900844.1		hypothetical protein		5054759	PARS_RS06945	1881	626	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1238014	1238217	-						63023328	PARS_RS12625	204		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1238014	1238217	-	WP_206597794.1	WP_206597794.1		hypothetical protein		63023328	PARS_RS12625	204	67	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1239025	1239183	+						38938092	PARS_RS12220	159		old_locus_tag=Pars_1377
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1239025	1239183	+	WP_011900846.1	WP_011900846.1		hypothetical protein		38938092	PARS_RS12220	159	52	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1239486	1240754	-						5054423	PARS_RS06955	1269		old_locus_tag=Pars_1378
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1239486	1240754	-	WP_011900847.1	WP_011900847.1		Pre-mRNA processing ribonucleoprotein,-binding region		5054423	PARS_RS06955	1269	422	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1240776	1242602	-					gatE	5054697	PARS_RS06960	1827		old_locus_tag=Pars_1379
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1240776	1242602	-	WP_011900848.1	WP_011900848.1		Glu-tRNA(Gln) amidotransferase subunit GatE	gatE	5054697	PARS_RS06960	1827	608	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1242642	1243124	-						5056249	PARS_RS06965	483		old_locus_tag=Pars_1380
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1242642	1243124	-	WP_241428716.1	WP_241428716.1		hypothetical protein		5056249	PARS_RS06965	483	160	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1243177	1245396	-						5054669	PARS_RS06970	2220		old_locus_tag=Pars_1381
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1243177	1245396	-	WP_011900850.1	WP_011900850.1		hypothetical protein		5054669	PARS_RS06970	2220	739	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1245525	1246211	+					rsmA	5054457	PARS_RS06975	687		old_locus_tag=Pars_1382
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1245525	1246211	+	WP_011900851.1	WP_011900851.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA	5054457	PARS_RS06975	687	228	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1246233	1247096	+						5054458	PARS_RS06980	864		old_locus_tag=Pars_1383
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1246233	1247096	+	WP_011900852.1	WP_011900852.1		MBL fold metallo-hydrolase		5054458	PARS_RS06980	864	287	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1247102	1247860	-						5054866	PARS_RS06985	759		old_locus_tag=Pars_1384
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1247102	1247860	-	WP_011900853.1	WP_011900853.1		class I SAM-dependent methyltransferase		5054866	PARS_RS06985	759	252	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1247857	1249416	-						5055200	PARS_RS06990	1560		old_locus_tag=Pars_1385
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1247857	1249416	-	WP_011900854.1	WP_011900854.1		PINc/VapC family ATPase		5055200	PARS_RS06990	1560	519	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1249553	1251517	+						5055206	PARS_RS06995	1965		old_locus_tag=Pars_1386
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1249553	1251517	+	WP_011900855.1	WP_011900855.1		acetate--CoA ligase		5055206	PARS_RS06995	1965	654	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1252300	1253163	+						5056019	PARS_RS07000	864		old_locus_tag=Pars_1388
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1252300	1253163	+	WP_011900856.1	WP_011900856.1		dihydrodipicolinate synthase family protein		5056019	PARS_RS07000	864	287	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1253310	1253459	-						44139590	PARS_RS12465	150		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1253310	1253459	-	WP_164905938.1	WP_164905938.1		hypothetical protein		44139590	PARS_RS12465	150	49	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1253581	1254468	-						5055899	PARS_RS07005	888		old_locus_tag=Pars_1390
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1253581	1254468	-	WP_128622256.1	WP_128622256.1		fumarylacetoacetate hydrolase family protein		5055899	PARS_RS07005	888	295	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1254688	1255416	+						5055307	PARS_RS07010	729		old_locus_tag=Pars_1391
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1254688	1255416	+	WP_011900858.1	WP_011900858.1		hypothetical protein		5055307	PARS_RS07010	729	242	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1255419	1255784	-						5055471	PARS_RS07015	366		old_locus_tag=Pars_1392
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1255419	1255784	-	WP_128622257.1	WP_128622257.1		nucleotidyltransferase domain-containing protein		5055471	PARS_RS07015	366	121	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1255754	1256167	-						5055655	PARS_RS07020	414		old_locus_tag=Pars_1393
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1255754	1256167	-	WP_011900860.1	WP_011900860.1		HEPN domain-containing protein		5055655	PARS_RS07020	414	137	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1256194	1258227	-						5055666	PARS_RS07025	2034		old_locus_tag=Pars_1394
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1256194	1258227	-	WP_011900861.1	WP_011900861.1		beta-propeller domain-containing protein		5055666	PARS_RS07025	2034	677	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1258452	1259546	-						5055958	PARS_RS07030	1095		old_locus_tag=Pars_1395
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1258452	1259546	-	WP_011900862.1	WP_011900862.1		serine protease		5055958	PARS_RS07030	1095	364	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1259713	1260651	-						5056131	PARS_RS07035	939		old_locus_tag=Pars_1396
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1259713	1260651	-	WP_011900863.1	WP_011900863.1		AAA family ATPase		5056131	PARS_RS07035	939	312	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1260655	1261221	-						5056134	PARS_RS07040	567		old_locus_tag=Pars_1397
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1260655	1261221	-	WP_241428717.1	WP_241428717.1		hypothetical protein		5056134	PARS_RS07040	567	188	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1261327	1261740	-						5056259	PARS_RS07045	414		old_locus_tag=Pars_1398
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1261327	1261740	-	WP_011900865.1	WP_011900865.1		hypothetical protein		5056259	PARS_RS07045	414	137	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1261730	1262308	-						5054176	PARS_RS07050	579		old_locus_tag=Pars_1399
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1261730	1262308	-	WP_011900866.1	WP_011900866.1		hypothetical protein		5054176	PARS_RS07050	579	192	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1262580	1263647	+						5055332	PARS_RS07055	1068		old_locus_tag=Pars_1400
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1262580	1263647	+	WP_011900867.1	WP_011900867.1		hypothetical protein		5055332	PARS_RS07055	1068	355	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1263622	1265145	-						5056367	PARS_RS07060	1524		old_locus_tag=Pars_1401
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1263622	1265145	-	WP_011900868.1	WP_011900868.1		bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase		5056367	PARS_RS07060	1524	507	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1265188	1266675	-						5054224	PARS_RS07065	1488		old_locus_tag=Pars_1402
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1265188	1266675	-	WP_164905939.1	WP_164905939.1		alkaline phosphatase family protein		5054224	PARS_RS07065	1488	495	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1266700	1266936	-						5054223	PARS_RS07070	237		old_locus_tag=Pars_1403
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1266700	1266936	-	WP_128622363.1	WP_128622363.1		DUF504 domain-containing protein		5054223	PARS_RS07070	237	78	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1267135	1268286	+						5054222	PARS_RS07075	1152		old_locus_tag=Pars_1404
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1267135	1268286	+	WP_011900871.1	WP_011900871.1		aspartate aminotransferase family protein		5054222	PARS_RS07075	1152	383	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1268283	1269371	-						5055976	PARS_RS07080	1089		old_locus_tag=Pars_1405
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1268283	1269371	-	WP_011900872.1	WP_011900872.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		5055976	PARS_RS07080	1089	362	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1269368	1269823	-						5055356	PARS_RS07085	456		old_locus_tag=Pars_1406
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1269368	1269823	-	WP_011900873.1	WP_011900873.1		vitamin K epoxide reductase family protein		5055356	PARS_RS07085	456	151	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1269930	1270427	+						5055498	PARS_RS07090	498		old_locus_tag=Pars_1407
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1269930	1270427	+	WP_011900874.1	WP_011900874.1		hypothetical protein		5055498	PARS_RS07090	498	165	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	1270516	1271205	-						5054920	PARS_RS07095	690		old_locus_tag=Pars_1408
