# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1165919	1167166	+	WP_011008332.1	WP_011008332.1		3-isopropylmalate dehydratase large subunit		1464184	PAE_RS06480	1248	415	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1167176	1168093	-					argF	1464185	PAE_RS06485	918		old_locus_tag=PAE1985
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1167176	1168093	-	WP_011008333.1	WP_011008333.1		ornithine carbamoyltransferase	argF	1464185	PAE_RS06485	918	305	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1168139	1169518	-					lysS	1464186	PAE_RS06490	1380		old_locus_tag=PAE1986
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1168139	1169518	-	WP_116421783.1	WP_116421783.1		homocitrate synthase	lysS	1464186	PAE_RS06490	1380	459	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1169631	1171418	+						1464187	PAE_RS06495	1788		old_locus_tag=PAE1989
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1169631	1171418	+	WP_011008335.1	WP_011008335.1		phosphoadenosine phosphosulfate reductase family protein		1464187	PAE_RS06495	1788	595	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1171408	1171875	+						1464188	PAE_RS06500	468		old_locus_tag=PAE1990
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1171408	1171875	+	WP_011008336.1	WP_011008336.1		archaemetzincin family Zn-dependent metalloprotease		1464188	PAE_RS06500	468	155	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1171858	1172343	-						1464189	PAE_RS06505	486		old_locus_tag=PAE1991
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1171858	1172343	-	WP_011008337.1	WP_011008337.1		3-isopropylmalate dehydratase small subunit		1464189	PAE_RS06505	486	161	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1172453	1173586	+						1464190	PAE_RS06510	1134		old_locus_tag=PAE1993
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1172453	1173586	+	WP_116430427.1	WP_116430427.1		homocitrate synthase family protein		1464190	PAE_RS06510	1134	377	
gene	pseudogene	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1173576	1174552	+						1464191	PAE_RS06515	977		pseudo;old_locus_tag=PAE1995
CDS	without_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1173576	1174552	+				isocitrate/isopropylmalate dehydrogenase family protein		1464191	PAE_RS06515	977		pseudo
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1174606	1175853	+						1464192	PAE_RS06520	1248		old_locus_tag=PAE1996
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1174606	1175853	+	WP_011008340.1	WP_011008340.1		Glu/Leu/Phe/Val dehydrogenase		1464192	PAE_RS06520	1248	415	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1175850	1176056	-						1464193	PAE_RS06525	207		old_locus_tag=PAE1998
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1175850	1176056	-	WP_011008341.1	WP_011008341.1		hypothetical protein		1464193	PAE_RS06525	207	68	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1176079	1176471	-						1464194	PAE_RS06530	393		old_locus_tag=PAE1999
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1176079	1176471	-	WP_011008342.1	WP_011008342.1		metallopeptidase		1464194	PAE_RS06530	393	130	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1176530	1177219	+						1464195	PAE_RS06535	690		old_locus_tag=PAE2000
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1176530	1177219	+	WP_011008343.1	WP_011008343.1		amino acid ABC transporter permease		1464195	PAE_RS06535	690	229	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1177231	1177956	+						1464196	PAE_RS06540	726		old_locus_tag=PAE2001
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1177231	1177956	+	WP_193329195.1	WP_193329195.1		amino acid ABC transporter ATP-binding protein		1464196	PAE_RS06540	726	241	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1177979	1179838	+						1464197	PAE_RS06545	1860		old_locus_tag=PAE2002
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1177979	1179838	+	WP_011008345.1	WP_011008345.1		molybdopterin-dependent oxidoreductase		1464197	PAE_RS06545	1860	619	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1179866	1180570	+						1464198	PAE_RS06550	705		old_locus_tag=PAE2003
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1179866	1180570	+	WP_011008346.1	WP_011008346.1		TatD family hydrolase		1464198	PAE_RS06550	705	234	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1180558	1181397	+						1464199	PAE_RS06555	840		old_locus_tag=PAE2004
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1180558	1181397	+	WP_011008347.1	WP_011008347.1		metallophosphoesterase		1464199	PAE_RS06555	840	279	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1181623	1183776	+						1464200	PAE_RS06560	2154		old_locus_tag=PAE2005
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1181623	1183776	+	WP_011008348.1	WP_011008348.1		hypothetical protein		1464200	PAE_RS06560	2154	717	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1183882	1184349	+						1464201	PAE_RS06565	468		old_locus_tag=PAE2006
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1183882	1184349	+	WP_226976103.1	WP_226976103.1		hypothetical protein		1464201	PAE_RS06565	468	155	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1184387	1184917	-					dcd	1464202	PAE_RS06570	531		old_locus_tag=PAE2008
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1184387	1184917	-	WP_011008350.1	WP_011008350.1		dCTP deaminase	dcd	1464202	PAE_RS06570	531	176	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1185010	1185516	+						1464203	PAE_RS06575	507		old_locus_tag=PAE2010
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1185010	1185516	+	WP_011008351.1	WP_011008351.1		hypothetical protein		1464203	PAE_RS06575	507	168	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1185513	1185785	-						1464204	PAE_RS06580	273		old_locus_tag=PAE2011
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1185513	1185785	-	WP_011008352.1	WP_011008352.1		MoaD/ThiS family protein		1464204	PAE_RS06580	273	90	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1185828	1186274	+						1464205	PAE_RS06585	447		old_locus_tag=PAE2012
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1185828	1186274	+	WP_011008353.1	WP_011008353.1		methylated-DNA--[protein]-cysteine S-methyltransferase		1464205	PAE_RS06585	447	148	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1186311	1186538	+						1464206	PAE_RS06590	228		old_locus_tag=PAE2013
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1186311	1186538	+	WP_011008354.1	WP_011008354.1		ferredoxin		1464206	PAE_RS06590	228	75	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1186717	1186914	+						1464207	PAE_RS06595	198		old_locus_tag=PAE2015
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1186717	1186914	+	WP_116420537.1	WP_116420537.1		hypothetical protein		1464207	PAE_RS06595	198	65	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1186946	1187596	+						1464208	PAE_RS06600	651		old_locus_tag=PAE2017
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1186946	1187596	+	WP_011008355.1	WP_011008355.1		HAD family phosphatase		1464208	PAE_RS06600	651	216	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1187678	1188571	+						1464210	PAE_RS06605	894		old_locus_tag=PAE2019
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1187678	1188571	+	WP_011008356.1	WP_011008356.1		phosphate uptake regulator PhoU		1464210	PAE_RS06605	894	297	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1188568	1189260	+						1464211	PAE_RS06610	693		old_locus_tag=PAE2020
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1188568	1189260	+	WP_116430430.1	WP_116430430.1		DUF1614 domain-containing protein		1464211	PAE_RS06610	693	230	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1189498	1189956	-					ribC	1464212	PAE_RS06615	459		old_locus_tag=PAE2021
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1189498	1189956	-	WP_011008358.1	WP_011008358.1		riboflavin synthase	ribC	1464212	PAE_RS06615	459	152	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1190002	1190370	+						1464213	PAE_RS06620	369		old_locus_tag=PAE2022
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1190002	1190370	+	WP_011008359.1	WP_011008359.1		CopG family ribbon-helix-helix protein		1464213	PAE_RS06620	369	122	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1190367	1190741	+						1464214	PAE_RS06625	375		old_locus_tag=PAE2024
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1190367	1190741	+	WP_128621487.1	WP_128621487.1		M67 family metallopeptidase		1464214	PAE_RS06625	375	124	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1190738	1191709	+						1464215	PAE_RS06630	972		old_locus_tag=PAE2025
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1190738	1191709	+	WP_011008361.1	WP_011008361.1		Xaa-Pro peptidase family protein		1464215	PAE_RS06630	972	323	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1191710	1191865	-						38937968	PAE_RS12845	156		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1191710	1191865	-	WP_226976104.1	WP_226976104.1		hypothetical protein		38937968	PAE_RS12845	156	51	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1192251	1193801	-						1464217	PAE_RS06635	1551		old_locus_tag=PAE2028
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1192251	1193801	-	WP_011008363.1	WP_011008363.1		hydantoinase B/oxoprolinase family protein		1464217	PAE_RS06635	1551	516	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1193798	1195741	-						1464218	PAE_RS06640	1944		old_locus_tag=PAE2030
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1193798	1195741	-	WP_011008364.1	WP_011008364.1		hydantoinase/oxoprolinase family protein		1464218	PAE_RS06640	1944	647	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1195907	1196233	+						1464219	PAE_RS06645	327		old_locus_tag=PAE2031
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1195907	1196233	+	WP_011008365.1	WP_011008365.1		GYD domain-containing protein		1464219	PAE_RS06645	327	108	
gene	tRNA	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196281	1196357	-						1464220	PAE_RS06650	77		old_locus_tag=PAEtR34
tRNA		GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196281	1196357	-				tRNA-Arg		1464220	PAE_RS06650	77		anticodon=TCG
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196417	1196824	-						1464221	PAE_RS06655	408		old_locus_tag=PAE2032
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196417	1196824	-	WP_011008366.1	WP_011008366.1		DUF86 domain-containing protein		1464221	PAE_RS06655	408	135	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196812	1196985	-						68225677	PAE_RS13595	174		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196812	1196985	-	WP_226976105.1	WP_226976105.1		hypothetical protein		68225677	PAE_RS13595	174	57	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196978	1197217	-						68225678	PAE_RS13600	240		old_locus_tag=PAE2034
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1196978	1197217	-	WP_011008367.1	WP_011008367.1		hypothetical protein		68225678	PAE_RS13600	240	79	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1197484	1198818	+						1464223	PAE_RS06665	1335		old_locus_tag=PAE2035
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1197484	1198818	+	WP_011008368.1	WP_011008368.1		FAD-binding protein		1464223	PAE_RS06665	1335	444	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1198796	1199275	-						1464224	PAE_RS06670	480		old_locus_tag=PAE2037
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1198796	1199275	-	WP_011008369.1	WP_011008369.1		hypothetical protein		1464224	PAE_RS06670	480	159	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1199272	1200204	-						1464225	PAE_RS06675	933		old_locus_tag=PAE2038
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1199272	1200204	-	WP_011008370.1	WP_011008370.1		DUF58 domain-containing protein		1464225	PAE_RS06675	933	310	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1200242	1201147	+						1464226	PAE_RS06680	906		old_locus_tag=PAE2039
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1200242	1201147	+	WP_011008371.1	WP_011008371.1		MoxR family ATPase		1464226	PAE_RS06680	906	301	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1201144	1202058	-						1464227	PAE_RS06685	915		old_locus_tag=PAE2040
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1201144	1202058	-	WP_011008372.1	WP_011008372.1		hypothetical protein		1464227	PAE_RS06685	915	304	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1202055	1203536	-						1464228	PAE_RS06690	1482		old_locus_tag=PAE2041
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1202055	1203536	-	WP_011008373.1	WP_011008373.1		transglutaminase		1464228	PAE_RS06690	1482	493	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1203865	1204227	-						1464229	PAE_RS06695	363		old_locus_tag=PAE2042
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1203865	1204227	-	WP_011008374.1	WP_011008374.1		helix-turn-helix domain-containing protein		1464229	PAE_RS06695	363	120	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1204270	1205493	-						1464230	PAE_RS06700	1224		old_locus_tag=PAE2044
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1204270	1205493	-	WP_226976106.1	WP_226976106.1		AAA family ATPase		1464230	PAE_RS06700	1224	407	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1205442	1205735	-						1464231	PAE_RS06705	294		old_locus_tag=PAE2046
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1205442	1205735	-	WP_011008376.1	WP_011008376.1		hypothetical protein		1464231	PAE_RS06705	294	97	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1205934	1206935	+						1464233	PAE_RS06710	1002		old_locus_tag=PAE2048
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1205934	1206935	+	WP_011008377.1	WP_011008377.1		RAD55 family ATPase		1464233	PAE_RS06710	1002	333	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1206932	1207072	-						43496607	PAE_RS13085	141		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1206932	1207072	-	WP_158296305.1	WP_158296305.1		hypothetical protein		43496607	PAE_RS13085	141	46	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1207186	1208043	+						1464234	PAE_RS06715	858		old_locus_tag=PAE2050
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1207186	1208043	+	WP_011008378.1	WP_011008378.1		TatD family hydrolase		1464234	PAE_RS06715	858	285	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1208872	1209948	-						1464235	PAE_RS06720	1077		old_locus_tag=PAE2051
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1208872	1209948	-	WP_011008379.1	WP_011008379.1		NAD(P)-dependent alcohol dehydrogenase		1464235	PAE_RS06720	1077	358	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1210031	1211833	+						1464236	PAE_RS06725	1803		old_locus_tag=PAE2052
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1210031	1211833	+	WP_011008380.1	WP_011008380.1		aldehyde ferredoxin oxidoreductase family protein		1464236	PAE_RS06725	1803	600	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1211822	1213036	-						1464237	PAE_RS06730	1215		old_locus_tag=PAE2053
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1211822	1213036	-	WP_011008381.1	WP_011008381.1		DegT/DnrJ/EryC1/StrS family aminotransferase		1464237	PAE_RS06730	1215	404	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1213066	1213503	+						1464238	PAE_RS06735	438		old_locus_tag=PAE2054
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1213066	1213503	+	WP_011008382.1	WP_011008382.1		hypothetical protein		1464238	PAE_RS06735	438	145	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1213500	1213886	-						1464239	PAE_RS06740	387		old_locus_tag=PAE2055
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1213500	1213886	-	WP_011008383.1	WP_011008383.1		metal-sulfur cluster assembly factor		1464239	PAE_RS06740	387	128	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1213966	1214178	+						1464240	PAE_RS06745	213		old_locus_tag=PAE2056
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1213966	1214178	+	WP_011008384.1	WP_011008384.1		sulfurtransferase TusA family protein		1464240	PAE_RS06745	213	70	
gene	pseudogene	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1214179	1214391	-						38937879	PAE_RS06750	213		pseudo
CDS	without_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1214179	1214391	-				hypothetical protein		38937879	PAE_RS06750	213		pseudo
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1214438	1214980	+						1464243	PAE_RS06755	543		old_locus_tag=PAE2058
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1214438	1214980	+	WP_011008387.1	WP_011008387.1		flavin reductase family protein		1464243	PAE_RS06755	543	180	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1214918	1216144	-						1464244	PAE_RS06760	1227		old_locus_tag=PAE2059
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1214918	1216144	-	WP_011008388.1	WP_011008388.1		VWA domain-containing protein		1464244	PAE_RS06760	1227	408	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1216201	1217016	-						1464245	PAE_RS06765	816		old_locus_tag=PAE2060
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1216201	1217016	-	WP_011008389.1	WP_011008389.1		hypothetical protein		1464245	PAE_RS06765	816	271	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217017	1217382	-						68225679	PAE_RS13605	366		old_locus_tag=PAE2062
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217017	1217382	-	WP_011008390.1	WP_011008390.1		lipase chaperone		68225679	PAE_RS13605	366	121	
gene	tRNA	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217578	1217665	+						1464247	PAE_RS06770	88		old_locus_tag=PAEtR04
tRNA		GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217578	1217665	+				tRNA-Leu		1464247	PAE_RS06770	88		anticodon=CAG
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217743	1217940	-						68225680	PAE_RS13610	198		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217743	1217940	-	WP_226976107.1	WP_226976107.1		hypothetical protein		68225680	PAE_RS13610	198	65	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217956	1218456	-						68225681	PAE_RS13615	501		old_locus_tag=PAE2063
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1217956	1218456	-	WP_226976193.1	WP_226976193.1		PaRep2b protein		68225681	PAE_RS13615	501	166	
gene	tRNA	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1218974	1219067	+						1464250	PAE_RS06780	94		old_locus_tag=PAEtR05
tRNA		GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1218974	1219067	+				tRNA-Met		1464250	PAE_RS06780	74		anticodon=CAT
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1219141	1219722	-						1464252	PAE_RS06785	582		old_locus_tag=PAE2069
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1219141	1219722	-	WP_011008393.1	WP_011008393.1		hypothetical protein		1464252	PAE_RS06785	582	193	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1219748	1220965	+						1464253	PAE_RS06790	1218		old_locus_tag=PAE2070
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1219748	1220965	+	WP_011008394.1	WP_011008394.1		acyl-CoA/acyl-ACP dehydrogenase		1464253	PAE_RS06790	1218	405	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1221013	1221708	+						1464254	PAE_RS06795	696		old_locus_tag=PAE2071
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1221013	1221708	+	WP_011008395.1	WP_011008395.1		helix-turn-helix domain-containing protein		1464254	PAE_RS06795	696	231	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1221738	1222154	+						1464255	PAE_RS06800	417		old_locus_tag=PAE2072
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1221738	1222154	+	WP_011008396.1	WP_011008396.1		CBS domain-containing protein		1464255	PAE_RS06800	417	138	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1222151	1222960	+						1464256	PAE_RS06805	810		old_locus_tag=PAE2074
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1222151	1222960	+	WP_011008397.1	WP_011008397.1		7-cyano-7-deazaguanine synthase		1464256	PAE_RS06805	810	269	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1223053	1223829	-						1464259	PAE_RS06810	777		old_locus_tag=PAE2075
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1223053	1223829	-	WP_011008398.1	WP_011008398.1		carbon-nitrogen hydrolase family protein		1464259	PAE_RS06810	777	258	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1223994	1224614	+						1464260	PAE_RS06815	621		old_locus_tag=PAE2077
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1223994	1224614	+	WP_011008399.1	WP_011008399.1		LysE family translocator		1464260	PAE_RS06815	621	206	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1224594	1225289	-						1464261	PAE_RS06820	696		old_locus_tag=PAE2078
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1224594	1225289	-	WP_011008400.1	WP_011008400.1		DUF72 domain-containing protein		1464261	PAE_RS06820	696	231	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1225366	1225878	+						1464262	PAE_RS06825	513		old_locus_tag=PAE2079
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1225366	1225878	+	WP_011008401.1	WP_011008401.1		hypothetical protein		1464262	PAE_RS06825	513	170	
gene	tRNA	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1226004	1226102	-						1464263	PAE_RS06830	99		old_locus_tag=PAEtR33
tRNA		GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1226004	1226102	-				tRNA-Asp		1464263	PAE_RS06830	78		anticodon=GTC
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1226187	1226888	-						1464264	PAE_RS06835	702		old_locus_tag=PAE2080
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1226187	1226888	-	WP_011008402.1	WP_011008402.1		ABC transporter ATP-binding protein		1464264	PAE_RS06835	702	233	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1226885	1227628	-						1464265	PAE_RS06840	744		old_locus_tag=PAE2081
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1226885	1227628	-	WP_011008403.1	WP_011008403.1		ABC transporter ATP-binding protein		1464265	PAE_RS06840	744	247	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1227600	1228994	-						1464266	PAE_RS06845	1395		old_locus_tag=PAE2082
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	1227600	1228994	-	WP_011008404.1	WP_011008404.1		ABC transporter substrate-binding protein		1464266	PAE_RS06845	1395	464	
